Id,Question,Answer,Key-Words,Location,Target
849,Adü- hıdırbeyli arası ücret nedir?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır.","adü, hıdırbeyli, ücret",,
850,Adü- hıdırbeyli arası otobüs ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır.","adü, hıdırbeyli, otobüs, ne, kadar",,
851,Adü- hıdırbeyli arası otobüs ücreti ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır.","adü, hıdırbeyli, otobüs, ücret",,
852,Adü- hıdırbeyli arası otobüs ücreti nedir?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır.","adü, hıdırbeyli, otobüs, ücret",,
853,Adü- hıdırbeyli arası otobüs fiyatı ne kadar?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır.","adü, hıdırbeyli, otobüs, fiyat",,
854,Adü- hıdırbeyli arası otobüs fiyatı nedir?,"Adü ile Hıdırbeyli arası tam ücret 5.5 lira, indirimli ücret 4 liradır.","adü, hıdırbeyli, otobüs, fiyat",,
855,Adü- hıdırbeyli arası tam ne kadar?,Adü ile Hıdırbeyli arası tam ücret 5.5 liradır.,"adü, hıdırbeyli, tam, ne, kadar",,
856,Adü- hıdırbeyli arası tam ücreti ne kadar?,Adü ile Hıdırbeyli arası tam ücret 5.5 liradır.,"adü, hıdırbeyli, tam, ücret",,
857,Adü- hıdırbeyli arası tam ücreti nedir?,Adü ile Hıdırbeyli arası tam ücret 5.5 liradır.,"adü, hıdırbeyli, tam, ücret",,
858,Adü- hıdırbeyli arası tam fiyatı ne kadar?,Adü ile Hıdırbeyli arası tam ücret 5.5 liradır.,"adü, hıdırbeyli, tam, fiyat",,
859,Adü- hıdırbeyli arası tam fiyatı nedir?,Adü ile Hıdırbeyli arası tam ücret 5.5 liradır.,"adü, hıdırbeyli, tam, fiyat",,
860,Adü- hıdırbeyli arası indirimli ne kadar?,Adü ile Hıdırbeyli arası indirimli ücret 4 liradır.,"adü, hıdırbeyli, indirimli, ne, kadar",,
861,Adü- hıdırbeyli arası indirimli ücreti ne kadar?,Adü ile Hıdırbeyli arası indirimli ücret 4 liradır.,"adü, hıdırbeyli, indirimli, ücret",,
862,Adü- hıdırbeyli arası indirimli ücreti nedir?,Adü ile Hıdırbeyli arası indirimli ücret 4 liradır.,"adü, hıdırbeyli, indirimli, ücret",,
863,Adü- hıdırbeyli arası indirimli fiyatı ne kadar?,Adü ile Hıdırbeyli arası indirimli ücret 4 liradır.,"adü, hıdırbeyli, indirimli, fiyat",,
864,Adü- hıdırbeyli arası indirimli fiyatı nedir?,Adü ile Hıdırbeyli arası indirimli ücret 4 liradır.,"adü, hıdırbeyli, indirimli, fiyat",,
865,Adü- hıdırbeyli arası engelli ne kadar?,Adü ile Hıdırbeyli arası engelli ücreti 4 liradır.,"adü, hıdırbeyli, engelli, ne, kadar",,
866,Adü- hıdırbeyli arası engelli ücreti ne kadar?,Adü ile Hıdırbeyli arası engelli ücreti 4 liradır.,"adü, hıdırbeyli, engelli, ücret",,
867,Adü- hıdırbeyli arası engelli ücreti nedir?,Adü ile Hıdırbeyli arası engelli ücreti 4 liradır.,"adü, hıdırbeyli, engelli, ücret",,
868,Adü- hıdırbeyli arası engelli fiyatı ne kadar?,Adü ile Hıdırbeyli arası engelli ücreti 4 liradır.,"adü, hıdırbeyli, engelli, fiyat",,
869,Adü- hıdırbeyli arası engelli fiyatı nedir?,Adü ile Hıdırbeyli arası engelli ücreti 4 liradır.,"adü, hıdırbeyli, engelli, fiyat",,
870,Adü- hıdırbeyli arası öğrenci ne kadar?,Adü ile Hıdırbeyli arası öğrenci ücreti 4 liradır.,"adü, hıdırbeyli, öğrenci, ne, kadar",,
871,Adü- hıdırbeyli arası öğrenci ücreti ne kadar?,Adü ile Hıdırbeyli arası öğrenci ücreti 4 liradır.,"adü, hıdırbeyli, öğrenci, ücret",,
872,Adü- hıdırbeyli arası öğrenci ücreti nedir?,Adü ile Hıdırbeyli arası öğrenci ücreti 4 liradır.,"adü, hıdırbeyli, öğrenci, ücret",,
873,Adü- hıdırbeyli arası öğrenci fiyat ne kadar?,Adü ile Hıdırbeyli arası öğrenci ücreti 4 liradır.,"adü, hıdırbeyli, öğrenci, fiyat",,
874,Adü- hıdırbeyli arası öğrenci fiyatı nedir?,Adü ile Hıdırbeyli arası öğrenci ücreti 4 liradır.,"adü, hıdırbeyli, öğrenci, fiyat",,
875,Adü'den Otogar'a giden birinci sefer saat kaçta?,Adü'den Otogar'a giden birinci seferimiz saat 06.15'te kalkmaktadır.,"adü, otogar, birinci, sefer, saat",adü,otogar
876,Adü'den Otogar'a giden ilk sefer saat kaçta?,Adü'den Otogar'a giden ilk seferimiz saat 06.15'te kalkmaktadır.,"adü, otogar, ilk, sefer, saat",adü,otogar
877,Forum Aydın'dan Otogar'a giden birinci sefer saat kaçta?,Forum Aydın'dan Otogar'a giden birinci seferimiz saat 06.25'te kalkmaktadır.,"forum, otogar, birinci, sefer, saat",aydın,otogar
878,Forum Aydın'dan Otogar'a giden ilk sefer saat kaçta?,Forum Aydın'dan Otogar'a giden ilk seferimiz saat 06.25'te kalkmaktadır.,"forum, otogar, ilk, sefer, saat",aydın,otogar
879,Zafer Meydanı'ndan Otogar'a giden birinci sefer saat kaçta?,Zafer Meydanı'ndan Otogar'a giden birinci seferimiz saat 06.40'ta kalkmaktadır.,"zafer, otogar, birinci, sefer, saat",meydanı,otogar
880,Zafer Meydanı'ndan Otogar'a giden ilk sefer saat kaçta?,Zafer Meydanı'ndan Otogar'a giden ilk seferimiz saat 06.40'ta kalkmaktadır.,"zafer, otogar, ilk, sefer, saat",meydanı,otogar
881,Tren Garı'ndan Otogar'a giden birinci sefer saat kaçta?,Tren Garı'ndan Otogar'a giden birinci seferimiz saat 06.45'te kalkmaktadır.,"tren, otogar, birinci, sefer, saat",garı,otogar
882,Tren Garı'ndan Otogar'a giden ilk sefer saat kaçta?,Tren Garı'ndan Otogar'a giden ilk seferimiz saat 06.45'te kalkmaktadır.,"tren, otogar, ilk, sefer, saat",garı,otogar
883,Otogar'dan Adü'ye giden birinci sefer saat kaçta?,Otogar'dan Adü'ye giden birinci seferimiz saat 06.15'te kalkmaktadır.,"otogar, adü, birinci, sefer, saat",otogar,adü
884,Otogar'dan Adü'ye giden ilk sefer saat kaçta?,Otogar'dan Adü'ye giden ilk seferimiz saat 06.15'te kalkmaktadır.,"otogar, adü, ilk, sefer, saat",otogar,adü
885,Tren Garı'ndan Adü'ye giden birinci sefer saat kaçta?,Tren Garı'ndan Adü'ye giden birinci seferimiz saat 06.35'te kalkmaktadır.,"tren, adü, birinci, sefer, saat",garı,adü
886,Tren Garı'ndan Adü'ye giden ilk sefer saat kaçta?,Tren Garı'ndan Adü'ye giden ilk seferimiz saat 06.35'te kalkmaktadır.,"tren, adü, ilk, sefer, saat",garı,adü
887,Zafer Meydanı'ndan Adü'ye giden birinci sefer saat kaçta?,Zafer Meydanı'ndan Adü'ye giden birinci seferimiz saat 06.40'ta kalkmaktadır.,"zafer, adü, birinci, sefer, saat",meydanı,adü
888,Zafer Meydanı'ndan Adü'ye giden ilk sefer saat kaçta?,Zafer Meydanı'ndan Adü'ye giden ilk seferimiz saat 06.40'ta kalkmaktadır.,"zafer, adü, ilk, sefer, saat",meydanı,adü
889,Forum Aydın'dan Adü'ye giden birinci sefer saat kaçta?,Forum Aydın'dan Adü'ye giden birinci seferimiz saat 06.55'te kalkmaktadır.,"forum, adü, birinci, sefer, saat",aydın,adü
890,Forum Aydın'dan Adü'ye giden ilk sefer saat kaçta?,Forum Aydın'dan Adü'ye giden ilk seferimiz saat 06.55'te kalkmaktadır.,"forum, adü, ilk, sefer, saat",aydın,adü
891,Karpuzlu'dan Kuşadası'na giden birinci sefer saat kaçta?,Karpuzlu'dan Kuşadası'na giden birinci seferimiz saat 06.00'da kalkmaktadır.,"karpuzlu, kuşadası, birinci, sefer, saat",karpuzlu,kuşadası
892,Karpuzlu'dan Kuşadası'na giden ilk sefer saat kaçta?,Karpuzlu'dan Kuşadası'na giden ilk seferimiz saat 06.00'da kalkmaktadır.,"karpuzlu, kuşadası, ilk, sefer, saat",karpuzlu,kuşadası
893,Koçarlı'dan Kuşadası'na giden birinci sefer saat kaçta?,Koçarlı'dan Kuşadası'na giden birinci seferimiz saat 06.35'te kalkmaktadır.,"koçarlı, kuşadası, birinci, sefer, saat",koçarlı,kuşadası
894,Koçarlı'dan Kuşadası'na giden ilk sefer saat kaçta?,Koçarlı'dan Kuşadası'na giden ilk seferimiz saat 06.35'te kalkmaktadır.,"koçarlı, kuşadası, ilk, sefer, saat",koçarlı,kuşadası
895,İncirliova'dan Kuşadası'na giden birinci sefer saat kaçta?,İncirliova'dan Kuşadası'na giden birinci seferimiz saat 07.25'te kalkmaktadır.,"incirliova, kuşadası, birinci, sefer, saat",incirliova,kuşadası
896,İncirliova'dan Kuşadası'na giden ilk sefer saat kaçta?,İncirliova'dan Kuşadası'na giden ilk seferimiz saat 07.25'te kalkmaktadır.,"incirliova, kuşadası, ilk, sefer, saat",incirliova,kuşadası
897,Söke'den Kuşadası'na giden birinci sefer saat kaçta?,Söke'den Kuşadası'na giden birinci seferimiz saat 07.55'te kalkmaktadır.,"söke, kuşadası, birinci, sefer, saat",söke,kuşadası
898,Söke'den Kuşadası'na giden ilk sefer saat kaçta?,Söke'den Kuşadası'na giden ilk seferimiz saat 07.55'te kalkmaktadır.,"söke, kuşadası, ilk, sefer, saat",söke,kuşadası
899,Kuşadası'ndan Karpuzlu'ya giden birinci sefer saat kaçta?,Kuşadası'ndan Karpuzlu'ya giden birinci seferimiz saat 07.00'de kalkmaktadır.,"kuşadası, karpuzlu, birinci, sefer, saat",kuşadası,karpuzlu
900,Kuşadasın'dan Karpuzlu'ya giden ilk sefer saat kaçta?,Kuşadası'ndan Kuşadası'na giden ilk seferimiz saat 07.00'de kalkmaktadır.,"kuşadası, karpuzlu, ilk, sefer, saat",kuşadasın,karpuzlu
901,Söke'den Karpuzlu'ya giden birinci sefer saat kaçta?,Söke'den Karpuzlu'ya giden birinci seferimiz saat 07.45'te kalkmaktadır.,"söke, karpuzlu, birinci, sefer, saat",söke,karpuzlu
902,Söke'den Karpuzlu'ya giden ilk sefer saat kaçta?,Söke'den Karpuzlu'ya giden ilk seferimiz saat 07.45'te kalkmaktadır.,"söke, karpuzlu, ilk, sefer, saat",söke,karpuzlu
903,İncirliova'dan Karpuzlu'ya giden birinci sefer saat kaçta?,İncirliova'dan Karpuzlu'ya giden birinci seferimiz saat 08.15'te kalkmaktadır.,"incirliova, karpuzlu, birinci, sefer, saat",incirliova,karpuzlu
904,İncirliova'dan Karpuzlu'ya giden ilk sefer saat kaçta?,İncirliova'dan Karpuzlu'ya giden ilk seferimiz saat 08.15'te kalkmaktadır.,"incirliova, karpuzlu, ilk, sefer, saat",incirliova,karpuzlu
905,Koçarlı'dan Karpuzlu'ya giden birinci sefer saat kaçta?,Koçarlı'dan Karpuzlu'ya giden birinci seferimiz saat 09.05'te kalkmaktadır.,"koçarlı, karpuzlu, birinci, sefer, saat",koçarlı,karpuzlu
906,Koçarlı'dan Karpuzlu'ya giden ilk sefer saat kaçta?,Koçarlı'dan Karpuzlu'ya giden ilk seferimiz saat 09.05'te kalkmaktadır.,"koçarlı, karpuzlu, ilk, sefer, saat",koçarlı,karpuzlu
907,Köşk'ten Çine'ye giden birinci sefer saat kaçta?,Köşk'ten Çine'ye giden birinci seferimiz saat 07.30'da kalkmaktadır.,"köşk, çine, birinci, sefer, saat",köşk,çine
908,Köşk'ten Çine'ye giden ilk sefer saat kaçta?,Köşk'ten Çine'ye giden ilk seferimiz saat 07.30'da kalkmaktadır.,"köşk, çine, ilk, sefer, saat",köşk,çine
909,Germencik'ten Çine'ye giden birinci sefer saat kaçta?,Germencik'ten Çine'ye giden birinci seferimiz saat 08.00'de kalkmaktadır.,"germencik, çine, birinci, sefer, saat",germencik,çine
910,Germencik'ten Çine'ye giden ilk sefer saat kaçta?,Germencik'ten Çine'ye giden ilk seferimiz saat 08.00'de kalkmaktadır.,"germencik, çine, ilk, sefer, saat",germencik,çine
911,Efeler'den Çine'ye giden birinci sefer saat kaçta?,Efeler'den Çine'ye giden birinci seferimiz saat 08.25'te kalkmaktadır.,"efeler, çine, birinci, sefer, saat",efeler,çine
912,Efeler'den Çine'ye giden ilk sefer saat kaçta?,Efeler'den Çine'ye giden ilk seferimiz saat 08.25'te kalkmaktadır.,"efeler, çine, ilk, sefer, saat",efeler,çine
913,Bozdoğan'dan Çine'ye giden birinci sefer saat kaçta?,Bozdoğan'dan Çine'ye giden birinci seferimiz saat 08.45'te kalkmaktadır.,"bozdoğan, çine, birinci, sefer, saat",bozdoğan,çine
914,Bozdoğan'dan Çine'ye giden ilk sefer saat kaçta?,Bozdoğan'dan Çine'ye giden ilk seferimiz saat 08.45'te kalkmaktadır.,"bozdoğan, çine, ilk, sefer, saat",bozdoğan,çine
915,Çine'den Köşk'e giden birinci sefer saat kaçta?,Çine'den Köşk'e giden birinci seferimiz saat 08.30'da kalkmaktadır.,"çine, köşk, birinci, sefer, saat",çine,köşk
916,Çine'den Köşk'e giden ilk sefer saat kaçta?,Çine'den Köşk'e giden ilk seferimiz saat 08.30'da kalkmaktadır.,"çine, köşk, ilk, sefer, saat",çine,köşk
917,Bozdoğan'dan Köşk'e giden birinci sefer saat kaçta?,Bozdoğan'dan Köşk'e giden birinci seferimiz saat 08.50'de kalkmaktadır.,"bozdoğan, köşk, birinci, sefer, saat",bozdoğan,köşk
918,Bozdoğan'dan Köşk'e giden ilk sefer saat kaçta?,Bozdoğan'dan Köşk'e giden ilk seferimiz saat 08.50'de kalkmaktadır.,"bozdoğan, köşk, ilk, sefer, saat",bozdoğan,köşk
919,Efeler'den Köşk'e giden birinci sefer saat kaçta?,Efeler'den Köşk'e giden birinci seferimiz saat 09.10'da kalkmaktadır.,"efeler, köşk, birinci, sefer, saat",efeler,köşk
920,Efeler'den Köşk'e giden ilk sefer saat kaçta?,Efeler'den Köşk'e giden ilk seferimiz saat 09.10'da kalkmaktadır.,"efeler, köşk, ilk, sefer, saat",efeler,köşk
921,Germencik'ten Çine'ye giden birinci sefer saat kaçta?,Germencik'ten Çine'ye giden birinci seferimiz saat 08.00'de kalkmaktadır.,"germencik, çine, birinci, sefer, saat",germencik,çine
922,Germencik'ten Çine'ye giden ilk sefer saat kaçta?,Germencik'ten Çine'ye giden ilk seferimiz saat 08.00'de kalkmaktadır.,"germencik, çine, ilk, sefer, saat",germencik,çine
923,Yeni Pazar'dan Karacasu'ya giden birinci sefer saat kaçta?,Yeni Pazar'dan Karacasu'ya giden birinci seferimiz saat 07.20'de kalkmaktadır.,"yeni, pazar, karacasu, birinci, sefer, saat",pazar,karacasu
924,Yeni Pazar'dan Karacasu'ya giden ilk sefer saat kaçta?,Yeni Pazar'dan Karacasu'ya giden ilk seferimiz saat 07.20'de kalkmaktadır.,"yeni, pazar, karacasu, ilk, sefer, saat",pazar,karacasu
925,Nazilli'den Karacasu'ya giden birinci sefer saat kaçta?,Nazilli'den Karacasu'ya giden birinci seferimiz saat 07.40'ta kalkmaktadır.,"nazilli, karacasu, birinci, sefer, saat",nazilli,karacasu
926,Nazilli'den Karacasu'ya giden ilk sefer saat kaçta?,Nazilli'den Karacasu'ya giden ilk seferimiz saat 07.40'ta kalkmaktadır.,"nazilli, karacasu, ilk, sefer, saat",nazilli,karacasu
927,Sultan Hisar'dan Karacasu'ya giden birinci sefer saat kaçta?,Sultan Hisar'dan Karacasu'ya giden birinci seferimiz saat 08.25'te kalkmaktadır.,"sultan, hisar, karacasu, birinci, sefer, saat",hisar,karacasu
928,Sultan Hisar'dan Karacasu'ya giden ilk sefer saat kaçta?,Sultan Hisar'dan Karacasu'ya giden ilk seferimiz saat 08.25'te kalkmaktadır.,"sultan, hisar, karacasu, ilk, sefer, saat",hisar,karacasu
929,Kuyucak'tan Karacasu'ya giden birinci sefer saat kaçta?,Kuyucak'tan Karacasu'ya giden birinci seferimiz saat 08.40'ta kalkmaktadır.,"kuyucak, karacasu, birinci, sefer, saat",kuyucak,karacasu
930,Kuyucak'tan Karacasu'ya giden ilk sefer saat kaçta?,Kuyucak'tan Karacasu'ya giden ilk seferimiz saat 08.40'ta kalkmaktadır.,"kuyucak, karacasu, ilk, sefer, saat",kuyucak,karacasu
931,Karacasu'dan Yeni Pazar'a giden birinci sefer saat kaçta?,Karacasu'dan Yeni Pazar'a giden birinci seferimiz saat 07.20'de kalkmaktadır.,"karacasu, yeni, pazar, birinci, sefer, saat",karacasu,pazar
932,Karacasu'dan Yeni Pazar'a giden ilk sefer saat kaçta?,Karacasu'dan Yeni Pazar'a giden ilk seferimiz saat 07.20'de kalkmaktadır.,"karacasu, yeni, pazar, ilk, sefer, saat",karacasu,pazar
933,Kuyucak'tan Yeni Pazar'a giden birinci sefer saat kaçta?,Kuyucak'tan Yeni Pazar'a giden birinci seferimiz saat 07.30'da kalkmaktadır.,"kuyucak, yeni, pazar, birinci, sefer, saat",kuyucak,pazar
934,Kuyucak'tan Yeni Pazar'a giden ilk sefer saat kaçta?,Kuyucak'tan Yeni Pazar'a giden ilk seferimiz saat 07.30'da kalkmaktadır.,"kuyucak, yeni, pazar, ilk, sefer, saat",kuyucak,pazar
935,Sultan Hisar'dan Yeni Pazar'a giden birinci sefer saat kaçta?,Sultan Hisar'dan Yeni Pazar'a giden birinci seferimiz saat 07.45'te kalkmaktadır.,"sultan, hisar, yeni, pazar, birinci, sefer, saat",hisar,pazar
936,Sultan Hisar'dan Yeni Pazar'a giden ilk sefer saat kaçta?,Sultan Hisar'dan Yeni Pazar'a giden ilk seferimiz saat 07.45'te kalkmaktadır.,"sultan, hisar, yeni, pazar, ilk, sefer, saat",hisar,pazar
937,Nazilli'den Yeni Pazar'a giden birinci sefer saat kaçta?,Nazilli'den Yeni Pazar'a giden birinci seferimiz saat 08.30'da kalkmaktadır.,"nazilli, yeni, pazar, birinci, sefer, saat",nazilli,pazar
938,Nazilli'den Yeni Pazar'a giden ilk sefer saat kaçta?,Nazilli'den Yeni Pazar'a giden ilk seferimiz saat 08.30'da kalkmaktadır.,"nazilli, yeni, pazar, ilk, sefer, saat",nazilli,pazar
939,Otogar'dan kalkan ilk sefer saat kaçta?,Otogar'dan kalkan ilk seferimiz saat 07.05'te kalkmaktadır.,"otogar, kalkan, ilk, sefer, saat",,
940,Otogar'dan kalkan birinci sefer saat kaçta?,Otogar'dan kalkan birinci seferimiz saat 07.05'te kalkmaktadır.,"otogar, kalkan, birinci, sefer, saat",,
941,Adü'den kalkan ilk sefer saat kaçta?,Adü'den kalkan ilk seferimiz saat 07.05'te kalkmaktadır.,"adü, kalkan, ilk, sefer, saat",,
942,Adü'den kalkan birinci sefer saat kaçta?,Adü'den kalkan birinci seferimiz saat 07.05'te kalkmaktadır.,"adü, kalkan, birinci, sefer, saat",,
943,Kuşadası'ndan kalkan ilk sefer saat kaçta?,Kuşadası'ndan kalkan ilk seferimiz saat 07.35'te kalkmaktadır.,"kuşadası, kalkan, ilk, sefer, saat",,
944,Kuşadası'ndan kalkan birinci sefer saat kaçta?,Kuşadası'ndan kalkan birinci seferimiz saat 07.35'te kalkmaktadır.,"kuşadası, kalkan, birinci, sefer, saat",,
945,Karpuzlu'dan kalkan ilk sefer saat kaçta?,Karpuzlu'dan kalkan ilk seferimiz saat 09.40'ta kalkmaktadır.,"karpuzlu, kalkan, ilk, sefer, saat",,
946,Karpuzlu'dan kalkan birinci sefer saat kaçta?,Karpuzlu'dan kalkan birinci seferimiz saat 09.40'ta kalkmaktadır.,"karpuzlu, kalkan, birinci, sefer, saat",,
947,Çine'den kalkan ilk sefer saat kaçta?,Çine'den kalkan ilk seferimiz saat 09.05'te kalkmaktadır.,"çine, kalkan, ilk, sefer, saat",,
948,Çine'den kalkan birinci sefer saat kaçta?,Çine'den kalkan birinci seferimiz saat 09.05'te kalkmaktadır.,"çine, kalkan, birinci, sefer, saat",,
949,Köşk'ten kalkan ilk sefer saat kaçta?,Köşk'ten kalkan ilk seferimiz saat 10.35'te kalkmaktadır.,"köşk, kalkan, ilk, sefer, saat",,
950,Köşk'ten kalkan birinci sefer saat kaçta?,Köşk'ten kalkan birinci seferimiz saat 10.35'te kalkmaktadır.,"köşk, kalkan, birinci, sefer, saat",,
951,Karacasu'dan kalkan ilk sefer saat kaçta?,Karacasu'dan kalkan ilk seferimiz saat 08.50'de kalkmaktadır.,"karacasu, kalkan, ilk, sefer, saat",,
952,Karacasu'dan kalkan birinci sefer saat kaçta?,Karacasu'dan kalkan birinci seferimiz saat 08.50'de kalkmaktadır.,"karacasu, kalkan, birinci, sefer, saat",,
953,Yeni Pazar'dan kalkan ilk sefer saat kaçta?,Yeni Pazar'dan kalkan ilk seferimiz saat 08.50'de kalkmaktadır.,"yeni, pazar, kalkan, ilk, sefer, saat",,
954,Yeni Pazar'dan kalkan birinci sefer saat kaçta?,Yeni Pazar'dan kalkan birinci seferimiz saat 08.50'de kalkmaktadır.,"yeni, pazar, kalkan, birinci, sefer, saat",,
